id,Date,time,temp,hum,soil_moisture,par
473,13-01-2026,9:16:00,21.47,19.29,28.77,1166
474,13-01-2026,15:22:22,15.2,62.29,10.56,1237
475,13-01-2026,16:21:35,33.05,22.12,18.48,478
476,13-01-2026,17:18:16,33.87,47.97,26.12,1082
477,13-01-2026,18:14:09,22.64,71.58,15.51,1192
478,13-01-2026,18:26:52,17.09,11.16,19.85,1586
479,13-01-2026,19:27:11,32.47,25.31,16.3,567
480,13-01-2026,21:44:06,11.17,18.54,12.95,84
481,13-01-2026,21:45:42,16.83,22.97,13.91,305
482,13-01-2026,22:37:56,10.4,14.78,19.9,282
483,13-02-2026,0:33:08,24.71,64.28,28.12,968
484,13-02-2026,0:36:20,30.37,46.51,13.6,338
485,13-02-2026,2:50:42,25.13,67.4,19.85,2167
486,13-02-2026,7:33:19,28.43,84.43,12.55,1004
487,13-02-2026,8:37:17,17.32,15.25,16.75,812
488,13-02-2026,8:37:20,22.11,35.76,21.74,556
489,13-02-2026,10:24:11,19.18,41.34,17.99,1655
490,13-02-2026,12:41:17,30.32,27.38,24.28,1370
491,13-02-2026,14:15:18,12.25,76.96,10.32,2165
492,13-02-2026,18:41:48,11.25,73.14,12.13,1186
493,13-02-2026,20:49:14,29.79,65.73,25.82,2113
494,13-02-2026,23:51:30,26.44,68.07,24.61,1503
495,13-03-2026,0:14:15,29.26,26.95,22.03,481
496,13-03-2026,0:28:40,33.32,13.93,24.02,1518
497,13-03-2026,0:53:32,33.93,77.42,11.7,585
498,13-03-2026,4:31:06,21.99,63.33,15.31,2061
499,13-03-2026,8:40:38,29.82,83.62,10.26,1848
500,13-03-2026,9:59:32,29.41,76.93,16.02,1709
501,13-03-2026,13:14:51,17.54,11.56,22.98,710
502,13-03-2026,13:21:53,19.03,67.88,13,1207
503,13-03-2026,15:44:42,32.87,35.07,27.55,1040
504,13-03-2026,16:44:17,26.44,54.01,28.28,899
505,13-03-2026,19:08:35,30.17,38.16,20.42,493
506,13-03-2026,20:44:28,15.95,74.74,13.69,75
507,14-01-2026,6:58:40,14.06,66.78,20.32,1564
508,14-01-2026,7:55:48,19.03,37,28.81,2209
509,14-01-2026,12:35:29,19.52,13.49,29.15,488
510,14-01-2026,14:18:55,19.66,83.66,13.31,2174
511,14-01-2026,15:14:25,22.28,23.7,22.48,2249
512,14-01-2026,16:59:10,20.74,64.08,27.92,1328
513,14-01-2026,17:09:35,23.29,72.12,18.81,585
514,14-01-2026,17:22:25,30.8,73.21,17.53,2093
515,14-01-2026,20:16:46,25.55,24.9,26.8,1530
516,14-02-2026,0:43:27,11.93,12.48,28.15,790
517,14-02-2026,9:04:10,11.6,64.26,27.17,1194
518,14-02-2026,11:56:33,17.93,42.8,18.66,133
519,14-02-2026,16:34:46,29.8,29.32,18.1,258
520,14-02-2026,22:22:49,13.18,69.69,18.64,72
521,14-03-2026,0:22:05,28.13,5.58,22.86,874
522,14-03-2026,2:19:31,13.95,47.18,12.4,148
523,14-03-2026,4:26:19,34.8,20.26,26.47,1125
524,14-03-2026,4:41:34,19.59,76.45,11.35,1908
525,14-03-2026,4:54:28,29.6,50.37,22.67,1789
526,14-03-2026,7:49:33,12.44,42.1,20.4,22
527,14-03-2026,10:38:53,33.16,45.91,13.1,593
528,14-03-2026,13:31:47,34.2,27.78,18.72,492
529,14-03-2026,17:01:27,13.21,53.94,15.15,641
530,14-03-2026,17:18:03,34.93,62.16,26.99,1618
531,14-03-2026,18:30:45,20.87,64.01,25.95,2287
532,14-03-2026,20:29:28,11.47,55.86,27.17,771
533,14-03-2026,20:52:07,10.9,42.33,27.34,2173
534,14-03-2026,21:55:25,23.69,60.77,28.57,1231
535,14-03-2026,22:51:39,18.46,27.9,21.88,1130
536,15-01-2026,0:46:17,26.83,37.42,11.25,1888
537,15-01-2026,2:14:17,24.48,84.04,10.56,533
538,15-01-2026,8:32:32,11.97,67.36,12.97,1973
539,15-01-2026,11:07:06,31.22,64.97,16.29,2133
540,15-01-2026,14:15:55,32.79,58.69,29.22,1274
541,15-01-2026,17:17:39,33.48,55.7,29.37,1851
542,15-01-2026,18:26:28,32.17,39.85,19.94,804
543,15-01-2026,20:41:10,18.88,80.19,19.78,282
544,15-02-2026,0:10:16,22.04,84.88,27.28,1652
545,15-02-2026,1:15:19,11.19,61.36,15.38,1312
546,15-02-2026,3:23:47,21.01,45,21.05,2219
547,15-02-2026,4:26:06,29.91,69.35,19.07,1872
548,15-02-2026,6:45:34,14.77,74.72,21.65,514
549,15-02-2026,9:57:19,31.49,28.81,24.21,2249
550,15-02-2026,12:17:13,24.89,11.2,22.6,2086
551,15-02-2026,14:38:37,30.51,15.32,27.97,1182
552,15-02-2026,14:47:15,20.51,41.66,12.21,1911
553,15-02-2026,15:36:12,27.15,47.07,14.7,2104
554,15-02-2026,17:45:35,18.38,30.92,23.48,1058
555,15-02-2026,18:33:41,19.69,65.28,22.06,951
556,15-02-2026,21:07:21,23.28,61.63,12.45,282
557,15-02-2026,22:38:54,33.4,62.48,13.97,1960
558,15-02-2026,23:36:25,18.55,24.72,10.03,2153
559,15-03-2026,2:12:45,33.95,50.14,25.11,887
560,15-03-2026,2:16:19,19.47,77.84,18.42,67
561,15-03-2026,4:40:35,26.71,17.61,21.05,1845
562,15-03-2026,7:04:29,17,26.64,13.72,977
563,15-03-2026,7:33:37,21.87,10.39,21.25,1318
564,15-03-2026,8:17:06,31.85,34.21,12.91,914
565,15-03-2026,8:32:04,18.65,7,16.34,421
566,15-03-2026,13:39:59,21.59,57.3,11.03,1317
567,15-03-2026,14:52:43,18.6,30.09,11.51,1499
568,15-03-2026,15:36:43,22.9,59.43,21.54,556
569,15-03-2026,16:20:50,12.52,22.12,22.68,2009
570,15-03-2026,17:23:25,19.21,35.06,20.91,462
571,15-03-2026,17:50:48,31.74,52.92,20.96,438
572,15-03-2026,21:03:32,10.64,32,18.51,347
573,15-03-2026,23:54:01,29.94,34.9,25.2,933
574,16-01-2026,2:41:08,23.41,71.54,27.16,289
575,16-01-2026,3:18:19,25.71,45.13,13.66,2235
576,16-01-2026,3:54:39,23.61,8.89,10.57,1945
577,16-01-2026,5:55:12,16.94,81.82,26.51,125
578,16-01-2026,6:35:45,20.7,40.59,29.86,2020
579,16-01-2026,9:07:47,27.61,24.97,12.66,133
580,16-01-2026,10:42:29,19.68,81.47,27.88,332
581,16-01-2026,12:40:24,24.4,15.87,14.64,1485
582,16-01-2026,14:37:31,12.13,66.48,27.18,1163
583,16-01-2026,15:35:54,17.29,68.99,18.62,357
584,16-01-2026,21:17:49,18.06,17.68,26.17,2223
585,16-01-2026,23:21:41,24.03,11.04,29.31,1724
586,16-02-2026,1:42:41,16.76,63.63,15.12,1008
587,16-02-2026,6:15:53,12.71,83.21,19.47,2087
588,16-02-2026,19:22:25,19.11,52.45,21.27,1915
589,16-02-2026,21:40:08,24.64,51.53,10.93,1788
590,16-03-2026,3:47:42,20.08,5.37,10.67,478
591,16-03-2026,4:39:13,19.49,23.61,16.23,1616
592,16-03-2026,4:58:10,31.12,55.08,21.11,1951
593,16-03-2026,19:06:36,23.71,29.32,18.43,1884
594,16-03-2026,19:09:51,19.42,81.36,17.83,669
595,16-03-2026,20:45:36,19.11,75.49,28.97,1477
596,16-03-2026,23:20:59,10.28,22.4,14.3,881
597,17-01-2026,2:26:34,11.59,45.89,25.28,1224
598,17-01-2026,2:40:28,15.18,57.36,12.15,1472
599,17-01-2026,7:28:27,31.51,72.93,24.71,1922
600,17-01-2026,8:46:25,23.26,77.93,26.57,1396
601,17-01-2026,8:59:22,34.48,21.27,11.22,1110
602,17-01-2026,16:02:24,24.26,65.92,14.33,562
603,17-01-2026,19:32:51,14.5,33.75,27.33,2175
604,17-01-2026,21:53:59,11.05,49.72,20.15,1973
605,17-01-2026,21:57:27,11.91,54.6,18.65,490
606,17-02-2026,1:01:17,14.75,41.59,17.86,829
607,17-02-2026,1:56:14,14.95,70.45,15.95,1765
608,17-02-2026,4:59:54,14.73,34.86,28.14,632
609,17-02-2026,6:02:11,10.65,41.61,22.59,1708
610,17-02-2026,10:35:22,23.88,30.68,11.8,140
611,17-02-2026,11:58:54,22.06,80.23,26.06,1487
612,17-02-2026,12:36:52,13.51,40.58,22.59,483
613,17-02-2026,13:53:07,18.97,46.51,12.83,566
614,17-02-2026,19:16:14,17.32,41.21,21.38,1987
615,17-02-2026,19:16:20,14.27,46.69,23.98,266
616,17-02-2026,22:37:42,24.7,84.62,16.04,35
617,17-03-2026,0:47:42,32.11,7.19,28.16,1295
618,17-03-2026,2:02:35,26.01,83.05,12.08,992
619,17-03-2026,4:43:44,21.82,26.68,17.04,66
620,17-03-2026,6:51:10,23.09,82.14,26.42,1674
621,17-03-2026,13:19:39,13.72,44.94,26.98,1626
622,17-03-2026,14:44:48,32.67,58.01,17.86,1848
623,17-03-2026,16:06:48,10.69,60.64,25.05,872
624,17-03-2026,18:38:46,32.78,66.84,25.53,514
625,18-01-2026,3:10:37,11.11,59.28,23.58,1295
626,18-01-2026,11:30:11,26.3,8.11,10.42,559
627,18-01-2026,18:37:34,24.19,78.04,19.14,455
628,18-01-2026,19:49:57,21.66,23.79,27.11,1809
629,18-01-2026,20:12:14,24.27,45.58,14.74,523
630,18-01-2026,20:16:51,15.89,72.72,11.61,2194
631,18-01-2026,22:42:30,26.58,67.94,14.2,1278
632,18-02-2026,3:42:02,24.68,47.4,15.56,1798
633,18-02-2026,4:23:16,32.41,51.9,10.68,1119
634,18-02-2026,9:10:19,34.9,8.05,22.09,442
635,18-02-2026,9:38:52,12.66,54.03,10.99,350
636,18-02-2026,12:48:02,32.39,29.2,13.2,1793
637,18-02-2026,16:31:49,21.87,82.7,29.14,942
638,18-02-2026,19:11:56,13,34.51,19.96,1116
639,18-02-2026,19:34:12,33.22,60.03,29.55,129
640,18-02-2026,22:30:31,23.31,42.09,24.69,1768
641,18-03-2026,0:43:02,24.81,82.1,17.9,2196
642,18-03-2026,10:02:28,30.09,52.29,10.78,815
643,18-03-2026,14:10:29,24.46,8.26,29.12,1181
644,18-03-2026,14:40:17,33.97,23.55,26.44,2170
645,18-03-2026,18:43:58,26.74,78.72,22.8,774
646,18-03-2026,20:49:31,32.76,39.47,18.32,423
647,18-03-2026,22:12:45,27.7,27.78,24.81,334
648,18-03-2026,22:17:46,15.91,22.7,23.15,738
649,18-03-2026,23:40:22,33.88,70.15,12.39,1768
650,18-03-2026,23:48:50,33.61,41.39,28.69,661
651,19-01-2026,0:50:34,21.87,49.71,28.91,740
652,19-01-2026,8:11:03,22.22,61.66,25.64,1000
653,19-01-2026,11:24:35,13.37,58.11,29.35,2026
654,19-01-2026,14:19:59,33.08,15.37,20.21,308
655,19-01-2026,18:49:03,28.15,67.39,27.19,1480
656,19-01-2026,20:44:19,27.55,62.99,17.09,2131
657,19-01-2026,21:32:56,18.66,36.86,14.37,143
658,19-02-2026,0:17:03,20,61.56,28.64,195
659,19-02-2026,1:03:12,29.71,26.22,10.94,575
660,19-02-2026,3:40:43,16.22,39.42,14.53,927
661,19-02-2026,4:48:42,20.16,9.79,22.15,1711
662,19-02-2026,6:00:41,15.22,18.49,11.09,459
663,19-02-2026,10:12:14,29.98,62.87,17.18,485
664,19-02-2026,14:25:49,30.79,61.48,22.61,1808
665,19-02-2026,15:21:17,26.6,41.41,25.85,1808
666,19-02-2026,15:23:38,32.44,83.89,21.88,1025
667,19-02-2026,18:25:49,18.65,36.68,22.07,948
668,19-02-2026,22:56:28,25.22,69.24,20.19,1811
669,19-02-2026,22:58:36,28.34,60.47,11.59,1283
670,19-03-2026,3:18:05,28.3,14.57,21.46,1675
671,19-03-2026,4:02:46,26.47,57.01,13.22,921
672,19-03-2026,4:38:46,31.97,28.13,16.24,1868
673,19-03-2026,5:02:49,13.29,35.78,25.07,2009
674,19-03-2026,8:09:18,17.68,25.8,20.74,1885
675,20-01-2026,8:36:50,28.15,7.08,24.81,2105
676,20-01-2026,10:26:01,27.71,23.86,19.01,952
677,20-01-2026,12:23:32,15.57,38.35,10.06,1519
678,20-01-2026,17:36:18,20.1,52.27,18.96,2297
679,20-01-2026,19:03:17,19.04,12.61,25.41,996
680,20-01-2026,19:31:02,12.19,26.57,12.55,1929
681,20-01-2026,22:59:38,24.34,11.92,20.47,2223
682,20-02-2026,1:13:32,25.74,56.85,25.13,867
683,20-02-2026,4:16:26,34.27,26.36,21,543
684,20-02-2026,4:27:08,27.02,30.62,13.93,1519
685,20-02-2026,5:34:16,18.55,44.63,21.01,250
686,20-02-2026,10:39:43,15.51,58.6,17.48,1333
687,20-02-2026,10:54:32,28.65,48.79,17.61,1595
688,20-02-2026,17:44:40,24.92,47.3,28.94,1575
689,20-02-2026,19:30:48,25.1,46.61,20.86,1796
690,20-02-2026,19:47:05,20.18,42.03,10.39,966
691,20-02-2026,22:09:11,26.54,49.73,28.59,2028
692,20-02-2026,23:19:53,23.34,64.08,17.4,1635
693,20-03-2026,4:14:07,12.12,39.71,18.58,1729
694,20-03-2026,5:35:16,10.78,77.03,25.37,601
695,20-03-2026,10:06:51,17.42,43.7,29.63,1230
696,20-03-2026,13:08:20,30.11,81.32,12.2,2004
697,20-03-2026,13:56:19,22.24,8.87,21.2,1458
698,20-03-2026,14:16:43,28.01,11.34,20.4,1172
699,20-03-2026,14:30:43,16.56,40.88,27.44,471
700,20-03-2026,17:22:45,25.53,50.85,12.79,426
701,20-03-2026,21:40:40,16.09,25.8,20.5,2136
702,21-01-2026,2:10:34,32.61,59.57,11.31,1567
703,21-01-2026,3:25:13,34.96,47.65,12.83,1484
704,21-01-2026,6:35:54,24.83,32.76,26.34,877
705,21-01-2026,11:29:25,13.13,37.17,25.13,1052
706,21-01-2026,12:10:44,16.47,26.61,19.4,1065
707,21-01-2026,12:26:31,19.63,5.31,20.49,1977
708,21-01-2026,13:42:15,16.62,21.52,19.2,2248
709,21-01-2026,15:36:10,25.15,45.13,27.85,1222
710,21-01-2026,21:58:12,27.53,22.72,23,2168
711,21-01-2026,22:52:05,22.59,45.87,19.36,295
712,21-02-2026,0:42:59,13.19,51.14,14.23,1186
713,21-02-2026,2:06:14,24.88,8.32,27.14,1074
714,21-02-2026,3:51:52,23.42,20.41,22.76,56
715,21-02-2026,5:06:46,30.24,36.06,15.93,1040
716,21-02-2026,5:58:11,23.11,74.11,20.73,350
717,21-02-2026,8:20:01,18.08,33.97,17.23,1180
718,21-02-2026,13:48:08,22.47,62.6,19.28,1131
719,21-02-2026,21:27:00,10.01,53.23,17.17,113
720,21-02-2026,23:54:12,16.18,60.24,15.51,1218
721,21-03-2026,5:59:51,10.26,24.29,16.88,404
722,21-03-2026,6:28:41,13.61,34.03,15.3,2176
723,21-03-2026,8:11:59,21.24,8.67,19.54,1588
724,21-03-2026,12:16:38,11.14,25.52,26.42,909
725,21-03-2026,16:01:44,10.29,72.82,15.6,2239
726,21-03-2026,19:07:54,19.36,35.06,13.72,1671
727,21-03-2026,20:28:05,22.07,74.8,12.36,939
728,22-01-2026,0:08:41,34.44,26.08,10.92,2037
729,22-01-2026,4:43:11,21.48,41.57,22.67,898
730,22-01-2026,8:19:20,33.03,26.86,23.92,86
731,22-01-2026,9:20:16,32.05,50.43,25.33,1024
732,22-01-2026,10:13:11,33.71,81.47,10.58,1540
733,22-01-2026,14:52:56,28.41,11.09,22.17,1422
734,22-01-2026,15:57:54,33.1,63.07,23.38,708
735,22-01-2026,16:58:42,32.47,41.15,26.17,1531
736,22-01-2026,17:08:27,28.54,62.55,29.62,1049
737,22-01-2026,17:11:13,29.19,73.88,14.28,1562
738,22-01-2026,18:51:39,27.85,46.54,17.88,750
739,22-01-2026,19:10:27,25.46,72.11,11.9,122
740,22-01-2026,19:27:47,19.48,54.99,17.58,712
741,22-01-2026,20:47:35,17.7,27.67,20.66,1840
742,22-02-2026,3:46:09,20.57,23.97,21.24,319
743,22-02-2026,4:19:02,28.44,77.73,21.76,778
744,22-02-2026,14:59:33,12.74,66.29,16.42,602
745,22-02-2026,15:41:10,17.62,5.58,14.41,2201
746,22-02-2026,16:19:54,34.04,50.03,29.91,137
747,22-02-2026,21:32:46,19.53,72.54,29.98,206
748,22-02-2026,22:17:27,20.84,67.54,11.94,1369
749,22-02-2026,22:48:18,14.84,53.25,10.36,340
750,22-02-2026,23:20:22,14.96,48.83,21.45,418
751,22-03-2026,0:18:33,10.12,76.55,13.47,1225
752,22-03-2026,0:30:31,19.25,57.38,28.49,1425
753,22-03-2026,0:37:03,24.14,84.97,26.14,1963
754,22-03-2026,1:32:41,25.11,35.35,19.26,1435
755,22-03-2026,3:26:22,26.94,83.78,26.02,440
756,22-03-2026,7:38:19,22.01,7.87,22.06,2207
757,22-03-2026,8:29:58,15.82,51.49,17.21,897
758,22-03-2026,10:22:16,24.75,10.65,25.42,2244
759,22-03-2026,12:08:50,29.92,36.24,18.36,1075
760,22-03-2026,16:49:56,23,33.92,26.75,2199
761,22-03-2026,20:54:08,14.5,35.01,24.4,97
762,23-01-2026,1:37:10,16.26,42.09,25.74,1016
763,23-01-2026,4:32:47,29.23,59.65,16.65,824
764,23-01-2026,6:49:56,20.22,43.48,19.73,2253
765,23-01-2026,9:25:17,32.41,60.94,13.11,1252
766,23-01-2026,10:39:45,21.11,56.57,23.96,161
767,23-01-2026,14:13:12,28.15,48.91,22.47,189
768,23-01-2026,17:02:50,21.95,39.84,22.54,1034
769,23-01-2026,17:56:25,20.86,82.96,20.08,1856
770,23-02-2026,1:25:02,21.68,77.81,22.09,1445
771,23-02-2026,5:54:04,34,54.2,21.32,1280
772,23-02-2026,6:39:25,18.43,82.21,23.17,603
773,23-02-2026,8:15:35,33.83,48.74,10.93,1684
774,23-02-2026,9:14:28,17.78,41.34,24.5,1298
775,23-02-2026,15:16:08,26.82,36.66,15.24,144
776,23-02-2026,17:18:04,33.92,23.04,13.49,1407
777,23-02-2026,20:36:45,11.61,16.97,11.49,259
778,23-02-2026,22:19:54,18.7,14.39,10.37,21
779,23-03-2026,0:22:50,34.33,18.02,12.27,2058
780,23-03-2026,1:41:14,27.7,24.78,22.46,578
781,23-03-2026,3:14:58,28.84,62.23,27.69,1128
782,23-03-2026,3:18:40,34.37,9.54,24.91,53
783,23-03-2026,4:42:23,15.34,81.86,24.44,357
784,23-03-2026,6:34:56,13.76,42.67,20.25,561
785,23-03-2026,9:16:20,14.33,12.78,28.78,1232
786,23-03-2026,9:39:18,21.66,18.51,17.01,211
787,23-03-2026,10:42:28,18.7,22.1,17.91,709
788,23-03-2026,14:49:39,10.41,81.58,29.2,1853
789,23-03-2026,15:20:44,24.09,9.12,23.93,370
790,23-03-2026,15:43:25,12.53,13.28,25.64,2104
791,23-03-2026,17:58:55,13.53,25.94,23.45,742
792,23-03-2026,19:47:43,27.81,76.3,19.24,1130
793,23-03-2026,20:55:49,30.08,63.04,23.39,1467
794,23-03-2026,21:59:53,21.75,64.45,11.4,1789
795,24-01-2026,0:16:03,11.75,53.93,19.24,919
796,24-01-2026,2:06:22,13.46,27.31,16.42,1393
797,24-01-2026,5:07:30,12.23,71.04,14.04,996
798,24-01-2026,12:32:17,25,75.65,26.76,730
799,24-01-2026,14:16:03,12.52,33.02,26.86,1625
800,24-01-2026,16:35:42,16.03,80.74,13.18,1404
801,24-01-2026,23:11:48,23.4,5.81,13.11,188
802,24-02-2026,0:02:08,31.91,75.12,26.9,575
803,24-02-2026,0:02:49,20.17,57.37,15.81,2105
804,24-02-2026,3:48:33,24.25,55.21,26.75,1728
805,24-02-2026,3:50:56,11.99,7.13,24.31,34
806,24-02-2026,4:04:45,33.19,28.25,28.86,2059
807,24-02-2026,4:16:35,12.92,58.89,16.45,1669
808,24-02-2026,4:17:55,33.33,46.58,15.33,418
809,24-02-2026,5:30:47,17.6,66.37,25.28,58
810,24-02-2026,6:29:53,22.4,67.67,19.28,563
811,24-02-2026,6:40:54,18.52,61.53,23.53,892
812,24-02-2026,8:10:38,10.07,54.69,20.39,139
813,24-02-2026,11:54:31,34.23,37.15,18.61,1174
814,24-02-2026,15:44:18,12.99,74.02,24.15,2254
815,24-02-2026,17:43:15,16.25,22.77,18.42,1754
816,24-02-2026,18:05:30,28.25,66.51,26.77,168
817,24-03-2026,4:56:51,10.03,14.27,23.45,233
818,24-03-2026,10:35:31,26.07,33.05,24.2,1709
819,24-03-2026,10:52:18,28.41,67.31,14.82,1031
820,24-03-2026,12:14:02,10.51,27.46,19.05,1640
821,25-01-2026,1:35:45,10.65,63.18,15.53,1994
822,25-01-2026,4:42:07,13.54,33.98,13.99,1899
823,25-01-2026,7:23:54,10.13,69.02,10.99,2264
824,25-01-2026,7:54:35,14.97,35.49,12.76,463
825,25-01-2026,9:44:48,11.44,36.26,23.59,1898
826,25-01-2026,9:57:32,29.43,79.01,19.86,92
827,25-01-2026,13:20:46,28.36,23.82,17.96,1639
828,25-01-2026,16:38:18,12.63,42.96,25.68,2273
829,25-01-2026,18:33:50,19.52,68.87,10.31,61
830,25-01-2026,19:20:45,11.07,57,18.89,1399
831,25-01-2026,20:51:50,21.99,76.85,26.6,1896
832,25-01-2026,22:43:27,13.03,71.1,15.51,214
833,25-01-2026,23:14:44,19.71,10.13,14.84,1191
834,25-01-2026,23:53:45,19.61,50.2,15.18,1254
835,25-02-2026,1:41:42,18.3,49.68,15.59,1119
836,25-02-2026,3:31:51,29.5,80.05,25.11,2051
837,25-02-2026,6:32:12,30.36,16.9,26.12,2266
838,25-02-2026,7:49:48,32.45,75.92,24.59,1059
839,25-02-2026,8:20:23,24.77,34.81,12.46,1812
840,25-02-2026,9:45:47,32.67,47.17,18.08,1146
841,25-02-2026,17:18:14,31.35,24.81,29.37,2270
842,25-02-2026,18:41:22,23.96,71.84,18.33,13
843,25-02-2026,19:56:25,10.89,44.57,14.07,1012
844,25-03-2026,2:16:44,26.58,81.2,24.24,119
845,25-03-2026,3:20:19,12.52,69.99,24.25,1757
846,25-03-2026,7:56:56,17.62,77.38,15.23,1038
847,25-03-2026,12:51:16,28.29,36.24,27.19,1902
848,25-03-2026,14:36:50,10.76,22.77,18.35,1410
849,25-03-2026,15:36:36,28.86,83.3,29.44,2099
850,25-03-2026,17:29:04,25.16,82.24,16.81,1704
851,25-03-2026,18:35:15,22.56,5.65,20.08,2126
852,25-03-2026,18:44:01,12.65,64.58,26.75,1118
853,25-03-2026,23:27:33,18.17,70.88,13.22,1515
854,26-01-2026,1:07:07,17.14,19.1,13.53,1636
855,26-01-2026,7:24:54,22.33,6.65,20.24,1185
856,26-01-2026,9:04:08,13.33,24.91,10.56,630
857,26-01-2026,9:43:15,18.58,27.33,28.68,1447
858,26-01-2026,12:44:27,31.14,43.05,13.68,378
859,26-01-2026,17:29:07,30.45,34.71,10.15,818
860,26-01-2026,17:33:13,14.56,6.4,29.74,2270
861,26-01-2026,23:01:22,15.65,44.06,15.1,669
862,26-02-2026,0:39:50,11.14,65.22,10.71,2296
863,26-02-2026,3:47:43,24.82,51.78,29.19,726
864,26-02-2026,3:52:10,13.29,50.87,23.54,874
865,26-02-2026,3:55:29,26.4,79.43,16.15,1205
866,26-02-2026,14:29:28,27.11,70.71,16.78,2075
867,26-02-2026,15:22:45,26.44,56.16,13.48,1251
868,26-02-2026,16:28:30,21.02,27.5,25.86,1720
869,26-02-2026,17:36:24,29.82,10.5,11.13,843
870,26-02-2026,18:17:18,15.24,35.54,20.63,1710
871,26-02-2026,21:53:55,27.37,63.46,12.03,760
872,26-02-2026,23:21:31,15.87,72.03,26.24,919
873,26-03-2026,3:18:14,11.09,6.51,24.04,1835
874,26-03-2026,4:57:45,17.3,16.19,18.96,703
875,26-03-2026,7:00:03,21.71,72.89,11.89,434
876,26-03-2026,7:34:51,33.94,48.07,28.96,2277
877,26-03-2026,10:45:09,16.51,22.53,15.88,194
878,26-03-2026,14:07:09,21.9,38.88,11.51,1240
879,26-03-2026,14:23:23,16.96,61,24.54,1811
880,26-03-2026,16:58:39,21.9,40.79,13.46,758
881,26-03-2026,21:13:50,29.98,29.44,16.5,1162
882,26-03-2026,23:41:45,21.38,79.38,10.56,345
883,27-01-2026,2:38:32,30.24,31.84,17.98,1122
884,27-01-2026,3:10:52,25.88,79.38,19.44,1401
885,27-01-2026,3:59:31,31.62,70.41,26.6,2179
886,27-01-2026,7:06:53,32.65,77.26,12.53,232
887,27-01-2026,8:14:21,24.76,15.67,13.17,145
888,27-01-2026,11:41:18,34.26,50.35,25.75,914
889,27-01-2026,14:33:28,13.15,78.53,20.76,968
890,27-01-2026,15:56:53,25.27,61.85,24.87,667
891,27-01-2026,15:59:31,19.27,83.23,11.08,1188
892,27-01-2026,18:59:11,25.03,31,28.29,2048
893,27-01-2026,20:25:19,34.6,51.08,14.79,1617
894,27-01-2026,22:53:57,34.34,54.62,16.04,1776
895,27-01-2026,23:56:35,17.34,82.02,26.72,1349
896,27-02-2026,0:58:06,27.47,22.74,11.85,2170
897,27-02-2026,7:09:06,14.94,84.21,19.02,338
898,27-02-2026,8:19:28,29.51,19.02,23.31,1158
899,27-02-2026,9:56:33,10.25,50.72,10.28,304
900,27-02-2026,13:02:51,28.62,32.41,21.52,965
901,27-02-2026,13:07:00,17.78,38.74,19.97,1882
902,27-02-2026,23:52:49,17.02,23.18,10.45,1186
903,27-03-2026,1:29:53,25.45,39.23,15.96,1007
904,27-03-2026,3:38:54,28.61,69.57,16.49,638
905,27-03-2026,4:38:10,30.76,15.63,21.11,400
906,27-03-2026,6:12:03,16.35,82.9,17.17,893
907,27-03-2026,6:31:27,34.13,15.39,13.9,1590
908,27-03-2026,11:57:45,31.11,44.45,14.64,1669
909,27-03-2026,13:22:46,20.63,72.87,20.96,1913
910,27-03-2026,18:18:44,17.38,38.27,23.63,1405
911,27-03-2026,19:08:12,29.6,39.29,17.71,1093
912,28-01-2026,4:14:21,26.47,84.29,20.88,2125
913,28-01-2026,5:28:41,14.42,23.31,13.11,648
914,28-01-2026,5:36:06,16.25,35.02,14.97,337
915,28-01-2026,9:30:23,16.67,78.76,22.56,172
916,28-01-2026,10:57:49,20.7,38.44,24.03,2076
917,28-01-2026,12:24:24,22.85,20.3,27.94,1665
918,28-01-2026,17:17:37,25.7,58,26.3,1653
919,28-02-2026,3:22:02,18.62,84.92,19.02,1927
920,28-02-2026,11:02:52,15.22,42.41,17.99,485
921,28-02-2026,12:15:47,32.14,78.06,27.45,29
922,28-02-2026,13:31:46,10.06,82.06,29.19,1094
923,28-02-2026,13:40:36,31.68,52.85,20.7,724
924,28-02-2026,20:20:34,15.71,41.57,17.98,477
925,28-02-2026,22:01:36,12.44,29.05,10.02,879
926,28-02-2026,23:29:58,32.82,22.06,25.58,991
927,28-03-2026,1:01:57,13.28,29.02,14.54,2053
928,28-03-2026,3:24:01,23,25.52,18.44,1923
929,28-03-2026,4:10:00,29.5,7.52,28.84,1066
930,28-03-2026,5:38:29,12.65,18.9,23.28,1616
931,28-03-2026,8:57:08,14.89,23.47,12.23,2039
932,28-03-2026,12:57:50,30.74,34.99,22.57,1587
933,28-03-2026,15:21:22,11.97,77.5,23.62,1877
934,28-03-2026,17:42:09,25.86,47.26,10.64,1120
935,28-03-2026,19:19:53,20.1,21.21,14.46,1283
936,28-03-2026,19:25:37,12.19,54.32,16.86,1588
937,28-03-2026,21:50:44,34.18,64.95,13.33,1905
938,28-03-2026,22:19:34,26.25,46.27,24.3,252
939,28-03-2026,22:33:24,21.95,36.8,13.21,1357
940,29-01-2026,3:17:55,17.23,54.12,14.32,1432
941,29-01-2026,7:07:07,31.65,32.15,17.73,2280
942,29-01-2026,7:40:17,27.29,74.34,12.47,1122
943,29-01-2026,11:33:55,14.46,68.89,28.7,472
944,29-01-2026,14:01:52,18.27,37.01,29,1896
945,29-01-2026,15:55:36,12.28,53.45,19.27,1964
