date,time,temp,hum,soil_moisture,par
2026-01-08,15:43:32,8.88,94.53,3.83,1112
2026-03-06,19:10:38,25.56,13.01,29.65,1444
2026-03-19,10:26:47,25.44,85.82,26.39,428
2026-03-15,2:01:33,20.09,41.27,16.36,1744
2026-04-04,1:46:29,43.45,1.89,13.15,1336
2026-04-07,23:55:27,41.4,19.12,14.99,1825
2026-02-27,12:20:48,17.74,40.49,24.64,1225
2026-03-05,17:00:27,33.07,63.61,3.86,2041
2026-03-23,23:22:29,10.09,5.18,8.05,1487
2026-01-07,17:58:36,39.47,27.68,7.4,199
2026-01-04,23:21:07,37.36,7.87,15.9,2272
2026-02-22,21:15:13,28.54,33.59,26.71,2430
2026-03-01,18:21:57,1.72,6.76,10.58,462
2026-01-21,8:34:57,7.03,15.19,2.09,639
2026-03-19,0:12:42,23.44,52.84,25.48,831
2026-01-20,6:37:25,21.93,65.39,13.6,1349
2026-02-26,4:37:06,42.65,32.49,24.49,532
2026-03-12,5:16:41,1.88,19.49,26.48,380
2026-02-04,14:13:20,40.38,81.32,10.42,1134
2026-03-07,1:01:50,36.61,67.8,3.32,604
2026-01-04,15:09:49,24.89,87.8,16.87,243
2026-01-11,9:32:16,32.31,85.18,18.58,573
2026-01-06,2:47:26,42.84,46.48,1.05,1108
2026-03-14,15:31:31,24.58,64.04,10.7,2344
2026-01-14,9:35:40,31.53,47.12,18.8,2168
2026-03-07,4:57:48,20.17,3.97,13.27,972
2026-01-05,5:41:30,34.83,54.01,5.71,322
2026-01-23,9:04:40,29.25,15.53,7.72,1625
2026-02-04,17:00:54,2.87,65.42,24.71,1933
2026-02-26,7:51:08,44.55,47.4,8.78,808
2026-01-06,23:58:38,9.61,42.12,8.89,1169
2026-02-17,22:55:56,0.16,64.39,6.41,222
2026-01-21,6:08:19,7.86,0.37,6.75,103
2026-02-09,2:02:01,39.22,7.43,12.58,1856
2026-02-01,15:44:26,41.26,0.85,17.63,1655
2026-02-26,10:52:00,36.26,39.06,26.21,2083
2026-03-01,5:52:29,17.2,6.22,6.11,1240
2026-03-15,8:50:41,30.19,35.32,12.57,937
2026-03-17,9:31:48,37.96,90.04,29.72,2427
2026-03-19,19:19:42,6.96,70.75,26.08,357
2026-02-03,1:36:16,5.81,23.17,4.51,1777
2026-01-16,23:51:46,12.05,15.94,5.95,215
2026-04-05,21:25:46,12.11,15.87,27.29,1503
2026-01-01,7:17:10,34.73,96.98,13.58,2225
2026-04-03,15:02:23,19.87,31.09,23.66,1343
2026-03-23,22:22:35,7.28,79.76,24.71,1434
2026-03-27,7:51:42,34.82,45.72,17.24,932
2026-01-10,16:41:09,37.12,69.98,28.15,2225
2026-02-21,0:29:14,42.96,49.58,5.59,977
2026-02-03,14:19:39,35.98,55.98,12.59,1163
2026-01-11,1:51:20,36.75,64.78,16.33,761
2026-02-09,16:52:46,25.35,77.61,21.84,1649
2026-01-08,20:49:20,42.47,51.72,3.02,1359
2026-02-02,13:50:19,17.29,38.48,8.09,1165
2026-02-05,0:01:48,44.1,52.33,27.63,843
2026-03-16,1:50:31,2.43,92.3,4.12,2277
2026-03-12,7:20:20,44.96,62.12,26.16,798
2026-01-31,16:16:08,5.09,23.02,26.26,1009
2026-02-12,8:58:34,33.1,51.13,27.25,1016
2026-03-22,9:47:00,42.43,44.49,7.03,1000
2026-03-12,20:29:32,14.5,58.4,0.91,740
2026-03-04,7:55:21,31.09,37.86,12.75,2283
2026-01-18,3:16:36,26.58,36.26,2.97,2074
2026-03-09,10:15:04,38.61,49.64,20.93,816
2026-02-24,15:41:49,35.91,3.81,13.66,1609
2026-02-21,19:02:37,4.0,71.77,10.2,1506
2026-04-02,12:43:45,12.21,1.34,6.07,2000
2026-01-03,9:21:53,15.3,77.71,7.79,2189
2026-04-01,19:46:51,4.71,40.37,27.46,748
2026-02-25,20:47:44,19.65,60.01,19.28,880
2026-03-08,6:39:00,10.7,49.41,23.33,223
2026-02-09,1:18:42,17.62,49.04,2.59,1758
2026-03-17,14:10:52,13.23,13.12,15.43,1889
2026-01-23,13:13:50,12.74,65.09,27.57,1265
2026-01-17,16:11:11,26.28,42.75,0.75,873
2026-03-23,16:08:38,9.79,85.49,12.56,2171
2026-04-06,4:26:24,12.13,98.74,18.9,1815
2026-04-03,23:52:51,9.23,45.94,23.02,1923
2026-03-04,5:45:26,9.02,87.68,5.81,1179
2026-02-22,5:43:02,34.55,49.94,9.42,1004
2026-03-10,22:53:22,13.07,28.19,22.0,1955
2026-01-12,22:18:42,37.15,11.19,12.5,258
2026-02-01,6:07:55,24.29,80.06,27.26,555
2026-01-30,10:35:33,14.33,66.01,11.59,2407
2026-03-24,10:26:03,3.79,38.68,5.71,880
2026-03-25,8:13:24,41.39,51.72,4.92,811
2026-03-29,7:46:35,24.97,81.9,14.83,1517
2026-02-08,23:29:55,43.36,25.07,28.09,1106
2026-01-17,0:02:50,5.76,93.51,16.77,2430
2026-01-13,12:56:47,30.27,33.83,9.61,664
2026-02-11,11:13:17,42.42,95.89,12.74,1353
2026-01-08,18:10:11,11.67,92.07,1.18,1233
2026-03-23,4:27:25,2.01,44.81,24.2,1523
2026-04-08,5:46:50,27.21,6.7,10.72,1172
2026-02-24,9:26:38,10.03,32.47,1.49,246
2026-03-28,14:11:24,27.21,87.75,27.25,2278
2026-01-18,22:34:41,13.35,89.33,14.17,2055
2026-02-17,16:53:33,4.24,34.54,19.14,1508
2026-02-25,17:50:03,14.59,30.3,18.25,332
2026-02-26,8:16:21,28.82,10.3,4.13,351
2026-01-05,3:04:57,25.08,71.84,22.43,2054
2026-04-02,15:06:50,35.51,70.9,20.23,1085
2026-02-08,1:01:43,4.09,54.65,3.49,793
2026-01-12,21:33:22,29.25,8.89,15.17,1300
2026-02-06,21:54:45,12.66,99.77,16.95,398
2026-01-05,23:49:52,2.01,24.86,16.67,555
2026-01-12,0:41:16,37.64,78.33,22.37,725
2026-02-14,21:37:18,28.17,10.56,3.58,1015
2026-01-10,2:58:07,22.7,38.26,16.45,761
2026-02-25,12:15:10,3.49,66.56,2.17,2104
2026-01-21,23:39:35,8.13,89.31,0.31,603
2026-02-20,18:28:28,6.13,6.25,25.24,424
2026-02-13,14:19:29,33.62,51.44,8.25,570
2026-01-20,0:56:13,15.23,41.69,16.56,438
2026-03-10,9:00:29,41.89,64.78,15.78,1555
2026-01-02,17:27:10,26.95,18.74,5.54,2352
2026-01-20,0:26:22,39.57,37.0,19.07,1068
2026-01-25,6:49:42,31.23,21.67,13.45,2165
2026-02-28,6:45:02,35.48,32.53,22.96,260
2026-04-06,17:33:21,42.47,98.7,15.12,1405
2026-02-05,2:59:38,30.1,57.2,6.22,686
2026-04-04,21:13:58,36.15,54.75,5.5,922
2026-03-09,19:57:11,40.81,52.8,0.45,1719
2026-01-03,2:54:52,1.47,76.64,19.58,941
2026-02-26,3:05:43,16.04,75.69,24.69,493
2026-01-09,0:49:57,15.91,15.15,11.9,1050
2026-04-07,22:04:42,44.4,34.26,29.47,541
2026-02-18,22:57:17,16.22,16.08,13.69,477
2026-03-12,20:30:54,35.06,63.25,29.77,1841
2026-02-07,4:32:38,0.27,77.19,10.0,102
2026-01-08,18:11:12,22.29,45.33,7.73,2488
2026-02-23,8:57:20,39.52,45.12,17.16,2013
2026-01-08,14:12:16,41.64,75.92,11.6,1582
2026-03-08,12:13:45,38.6,19.2,27.59,2253
2026-02-25,4:15:17,9.4,44.45,27.14,137
2026-02-23,17:46:00,34.87,81.76,29.5,515
2026-01-06,21:18:09,19.84,83.3,5.91,1376
2026-01-29,1:16:35,10.41,27.05,2.15,756
2026-03-20,3:06:56,5.32,16.79,11.53,1437
2026-01-18,14:59:04,14.23,37.36,25.37,830
2026-03-22,6:09:43,20.41,0.55,2.17,417
2026-01-18,10:32:28,38.84,8.76,11.69,1944
2026-01-01,22:30:18,37.9,33.46,21.13,1273
2026-02-10,10:02:03,16.25,12.92,4.17,1586
2026-02-05,3:03:34,39.6,77.97,6.15,764
2026-03-20,5:40:12,1.71,79.05,16.31,200
2026-03-17,18:18:22,41.21,12.98,29.58,1464
2026-01-21,4:33:37,39.66,58.07,21.91,120
2026-01-24,9:39:26,5.57,53.43,3.22,245
2026-04-05,6:05:58,35.28,72.59,1.94,2386
2026-01-05,0:56:28,31.67,35.23,26.71,1609
2026-02-10,13:54:26,26.82,9.77,3.91,805
2026-01-20,2:01:32,14.1,53.05,6.57,1601
2026-02-27,6:23:09,43.79,55.13,24.49,2226
2026-03-27,17:07:48,29.83,20.0,10.42,863
2026-03-01,13:52:27,41.82,53.39,2.78,1415
2026-02-14,22:01:40,36.0,79.58,23.32,1294
2026-01-21,0:14:50,43.32,79.13,22.25,450
2026-03-14,2:22:34,44.23,75.75,27.55,1322
2026-01-18,18:01:30,2.94,47.51,7.88,454
2026-02-16,10:36:37,44.13,68.97,17.25,231
2026-01-11,15:42:20,40.98,89.9,27.66,1675
2026-03-30,5:39:14,35.39,33.84,4.18,255
2026-02-05,4:56:41,15.49,24.3,28.66,2143
2026-01-25,6:14:10,33.56,51.24,17.67,1154
2026-04-07,16:12:55,39.95,75.65,10.96,2310
2026-04-07,1:37:27,9.01,58.95,18.41,782
2026-01-24,22:02:48,19.16,83.43,26.33,751
2026-02-05,20:06:56,26.75,14.16,1.17,2360
2026-01-05,7:16:40,35.1,12.12,29.0,2397
2026-01-01,12:21:21,19.93,3.64,4.11,1656
2026-01-25,21:33:52,19.85,62.38,3.32,775
2026-03-30,1:34:01,18.42,74.67,26.69,1702
2026-01-06,21:46:30,43.07,88.64,8.77,2134
2026-02-04,12:10:47,24.79,92.82,19.11,626
2026-01-29,17:48:37,40.68,74.9,2.76,1248
2026-02-19,10:33:10,42.62,41.83,19.12,640
2026-02-10,23:29:59,29.43,63.94,11.31,1193
2026-02-19,21:18:11,44.11,50.54,26.97,1937
2026-02-25,9:47:37,36.97,37.47,8.84,917
2026-03-29,10:18:31,37.4,84.31,24.22,2208
2026-03-03,6:07:57,39.19,55.29,8.34,2180
2026-02-26,15:05:01,6.47,36.35,1.64,213
2026-01-21,12:01:12,23.68,86.88,1.44,1211
2026-01-03,1:41:02,22.66,57.15,26.53,1832
2026-01-17,10:42:34,6.23,3.3,29.89,615
2026-02-14,16:52:17,6.4,54.25,13.39,875
2026-01-21,10:13:57,3.26,10.21,19.15,2358
2026-02-06,21:16:32,34.68,38.86,9.03,157
2026-03-05,5:15:34,31.57,72.12,14.17,2049
2026-04-06,4:24:23,26.85,88.6,22.85,1514
2026-01-06,7:31:38,24.9,53.98,21.69,401
2026-02-17,6:56:41,7.17,95.37,8.59,2410
2026-03-07,2:35:12,42.85,75.34,8.68,1529
2026-03-16,14:20:53,1.26,12.37,15.48,551
2026-03-13,2:58:25,20.68,43.26,10.41,248
2026-03-24,21:07:27,10.62,5.55,0.79,596
2026-03-12,18:16:34,0.16,1.95,13.96,123
2026-01-21,13:06:21,5.75,89.89,13.57,1844
2026-03-03,9:17:38,43.91,14.66,21.6,1080
2026-02-13,2:46:48,27.71,74.22,19.79,1698
2026-03-20,16:33:04,14.95,38.92,2.74,1924
2026-01-24,8:28:18,4.69,26.88,16.35,440
2026-02-09,19:35:19,3.58,85.43,14.74,1668
2026-01-13,15:05:47,30.36,94.41,1.5,1495
2026-02-05,5:23:02,18.26,32.88,14.33,1505
2026-01-30,21:31:30,32.69,89.94,25.49,1039
2026-01-16,2:25:21,15.6,0.55,20.93,1257
2026-01-27,22:29:26,44.8,55.99,14.59,1132
2026-01-24,21:22:05,21.47,38.1,26.0,1366
2026-03-23,10:04:42,3.96,88.13,5.0,1732
2026-04-09,4:46:26,6.11,15.08,29.55,1042
2026-01-29,8:21:25,13.13,95.05,15.96,2116
2026-03-20,14:16:31,0.99,93.38,12.37,259
2026-01-10,7:29:18,15.08,13.89,22.95,1360
2026-01-28,13:34:44,23.67,99.48,7.26,1344
2026-01-01,18:34:43,1.91,12.86,21.42,2037
2026-02-22,15:44:11,16.24,20.76,6.22,2099
2026-02-20,5:38:13,16.38,94.03,6.77,1393
2026-02-28,13:52:11,4.78,70.42,9.28,984
2026-02-08,8:44:26,26.91,6.56,0.98,1250
2026-03-14,20:03:25,35.2,89.22,21.85,559
2026-01-23,3:56:50,5.23,97.21,27.87,2351
2026-03-10,15:32:37,30.02,66.59,18.18,2196
2026-01-20,8:05:05,37.72,96.98,14.65,1110
2026-02-06,6:40:49,27.22,84.14,25.54,2297
2026-04-02,6:48:34,8.45,4.34,28.88,1781
2026-02-21,21:45:29,15.99,43.5,15.9,2381
2026-03-28,5:34:33,10.57,36.36,15.2,2278
2026-03-06,5:43:11,32.29,44.98,4.41,2098
2026-03-23,1:35:06,22.79,22.36,11.62,1180
2026-01-24,2:35:09,40.41,49.37,26.81,555
2026-02-10,0:17:43,9.57,86.92,28.96,1386
2026-01-01,5:51:24,30.87,24.6,23.71,978
2026-02-12,1:21:05,39.58,40.75,15.04,1870
2026-01-06,23:42:19,35.55,18.08,0.47,923
2026-02-25,19:21:02,26.95,89.67,6.03,1579
2026-01-12,5:25:32,2.07,40.56,28.1,387
2026-03-02,15:05:01,24.57,52.87,21.69,1564
2026-02-04,18:00:09,40.68,20.95,2.52,748
2026-01-27,5:29:18,38.42,66.08,14.2,501
2026-01-01,2:45:07,6.04,79.27,4.5,505
2026-03-01,17:42:39,37.04,19.32,6.46,583
2026-03-27,9:38:57,16.06,32.27,7.92,2423
2026-01-25,8:41:15,34.63,61.18,5.65,447
2026-04-07,14:16:09,23.14,63.07,5.98,332
2026-03-15,22:05:40,36.56,11.2,14.34,152
2026-03-26,2:37:32,25.99,37.59,23.29,478
2026-02-27,21:52:51,38.19,66.19,15.67,1032
2026-02-11,6:07:31,39.93,31.82,10.1,1034
2026-02-19,10:44:35,20.51,43.4,24.45,2100
2026-01-07,8:12:15,8.65,46.71,12.36,1443
2026-03-08,20:00:40,39.59,42.32,6.28,1031
2026-02-17,19:52:06,17.09,81.02,2.02,1848
2026-02-22,18:51:15,14.94,80.92,6.22,2385
2026-03-29,8:48:21,12.16,97.67,5.92,2432
2026-01-11,12:17:15,9.8,35.28,8.0,599
2026-04-08,15:10:36,36.63,34.56,28.32,2381
2026-02-05,12:40:32,6.28,39.03,26.05,135
2026-01-18,14:33:04,39.64,80.85,10.52,2439
2026-02-15,2:53:20,7.29,66.98,26.96,2269
2026-02-19,11:40:19,28.09,65.82,22.52,1908
2026-03-18,16:12:40,10.6,82.27,17.99,877
2026-04-04,22:48:10,4.14,39.11,15.59,761
2026-02-14,0:37:10,32.1,72.45,14.6,545
2026-03-15,13:31:16,15.97,47.49,4.89,241
2026-01-13,21:40:58,13.18,23.19,15.18,240
2026-03-24,10:34:16,41.0,27.34,22.35,1364
2026-04-09,20:02:48,14.19,79.65,8.74,689
2026-03-27,5:44:04,13.36,55.3,19.53,458
2026-02-02,21:06:46,18.54,87.89,26.21,1897
2026-01-05,23:13:18,27.76,34.3,28.0,1521
2026-01-10,10:45:10,10.17,29.04,27.55,2132
2026-03-06,15:44:17,27.34,77.47,22.15,1253
2026-01-11,7:55:14,19.11,62.34,10.03,1387
2026-01-14,8:28:53,14.88,68.83,18.55,243
2026-02-05,16:52:09,40.51,99.42,11.43,2260
2026-01-14,8:29:00,25.57,59.95,14.39,1205
2026-01-24,14:31:04,37.32,66.5,16.51,2247
2026-04-05,22:50:32,43.65,10.11,9.01,1553
2026-02-27,23:23:40,21.01,74.96,7.1,892
2026-01-05,14:35:18,4.38,50.42,19.81,1837
2026-01-01,11:25:59,40.26,21.14,14.39,2304
2026-01-10,2:26:04,41.37,24.05,11.18,361
2026-01-16,0:29:10,29.28,44.06,3.92,1478
2026-01-01,0:01:40,39.92,77.07,5.71,2494
2026-03-28,17:45:11,27.42,84.64,1.51,1873
2026-01-16,9:43:17,22.91,96.4,4.25,1497
2026-03-27,14:29:42,1.17,11.53,17.87,2435
2026-03-08,15:51:59,1.24,36.77,0.88,749
2026-03-24,20:37:20,10.12,46.86,16.56,354
2026-02-15,13:24:17,24.4,14.36,6.24,1787
2026-02-07,11:15:35,23.95,40.19,22.38,568
2026-04-03,11:25:53,2.25,4.89,20.74,2024
2026-03-29,23:52:19,5.26,27.73,9.37,768
2026-02-01,2:40:49,14.35,44.98,21.39,237
2026-01-10,18:53:27,21.24,13.85,20.28,750
2026-03-19,21:04:30,14.2,53.02,23.36,977
2026-03-29,14:58:24,17.18,64.53,17.21,854
2026-04-04,8:09:31,18.95,57.86,10.86,919
2026-01-26,10:29:08,13.99,31.44,0.52,557
2026-01-16,16:16:07,17.47,26.17,26.32,1501
2026-01-22,17:02:21,23.36,48.13,15.41,179
2026-03-12,9:58:23,4.89,38.25,7.97,401
2026-01-28,20:06:28,40.71,56.41,23.86,1190
2026-03-19,8:18:57,3.6,8.03,4.56,203
2026-02-26,5:25:56,24.95,71.99,23.79,415
2026-03-16,12:03:38,33.79,21.29,22.99,896
2026-02-28,16:39:24,44.26,44.51,4.77,1263
2026-02-23,19:05:18,11.08,78.66,14.38,388
2026-01-15,0:49:45,13.27,44.04,15.52,1938
2026-04-07,9:10:22,35.05,31.15,27.38,819
2026-02-15,18:41:08,41.84,41.7,15.56,2275
2026-01-21,2:32:11,10.88,43.44,15.47,466
2026-03-25,20:33:45,0.75,48.13,25.15,822
2026-02-10,11:43:09,43.16,54.67,22.91,1655
2026-03-05,16:09:31,21.17,23.07,29.01,1773
2026-03-13,1:34:18,20.67,82.54,24.73,967
2026-01-08,22:22:29,15.04,4.02,14.79,1496
2026-02-15,15:39:03,6.61,1.08,1.71,2162
2026-03-11,23:00:38,35.09,94.64,25.15,638
2026-02-13,3:55:13,20.93,98.17,18.8,451
2026-01-13,14:55:40,22.27,18.47,12.38,2382
2026-01-12,0:29:11,38.7,71.78,10.65,547
2026-04-02,22:10:38,13.8,57.14,2.27,1795
2026-03-14,14:03:53,1.14,68.98,10.19,1641
2026-01-12,2:21:15,43.3,26.37,11.83,1753
2026-01-20,9:48:20,16.39,66.93,9.71,1298
2026-03-02,8:11:15,7.26,71.66,4.51,2286
2026-03-15,9:55:50,0.25,60.89,15.32,866
2026-02-21,23:54:00,37.31,94.99,28.94,1767
2026-02-26,18:22:54,26.66,44.71,5.77,2128
2026-04-04,4:01:23,43.01,2.1,11.49,2336
2026-01-08,21:23:51,26.42,12.23,25.59,2458
2026-03-15,3:10:23,1.65,7.14,5.24,2256
2026-01-11,12:00:30,17.04,39.69,13.6,961
2026-01-28,17:45:45,13.25,27.64,15.83,964
2026-03-15,3:41:06,29.13,96.53,26.46,708
2026-01-09,17:22:20,40.35,68.08,17.58,1073
2026-02-02,21:52:27,38.87,40.47,13.37,759
2026-03-20,4:16:27,3.03,27.96,24.73,1423
2026-04-07,6:30:00,14.23,66.12,2.76,1434
2026-01-03,10:06:37,1.98,88.59,25.15,1197
2026-03-02,9:24:47,37.33,22.17,23.66,1667
2026-03-14,9:38:59,1.4,1.52,16.71,1897
2026-03-02,2:13:12,5.21,24.0,11.3,1789
2026-01-28,20:35:03,44.78,49.92,24.75,919
2026-03-03,3:10:36,31.28,89.24,23.9,2354
2026-03-16,18:34:08,10.84,6.08,6.66,2435
2026-01-18,9:56:38,40.55,25.06,15.41,603
2026-02-19,9:07:21,3.84,79.5,29.88,1618
2026-01-10,16:52:09,25.48,97.09,1.16,2452
2026-02-10,17:55:02,4.62,62.86,24.09,2444
2026-03-18,23:56:10,27.9,88.63,9.68,758
2026-04-06,4:05:04,42.82,27.13,18.91,410
2026-03-29,16:37:17,7.74,61.63,2.26,540
2026-04-04,19:15:37,21.16,92.3,14.85,2468
2026-03-17,7:32:01,29.14,95.1,9.44,445
2026-02-09,0:53:25,30.46,91.11,8.75,2388
2026-01-07,13:40:39,41.89,3.22,1.11,960
2026-02-20,0:00:44,42.47,73.52,27.93,1592
2026-01-10,14:18:45,19.28,91.19,26.12,508
2026-03-22,23:00:52,31.08,0.86,19.6,1945
2026-03-03,14:17:43,27.92,8.23,1.63,804
2026-01-14,0:07:43,16.7,66.59,29.67,327
2026-01-24,21:28:25,27.07,52.17,26.1,397
2026-02-03,20:57:12,39.19,0.82,17.07,2235
2026-03-13,17:09:56,7.77,77.77,24.16,1304
2026-03-27,5:26:09,9.63,98.65,1.35,1547
2026-02-23,6:58:52,42.53,36.1,24.78,2080
2026-04-09,1:13:32,4.46,41.54,8.61,2306
2026-01-06,6:01:21,40.76,24.31,19.66,2191
2026-02-16,13:47:39,27.26,52.46,22.34,737
2026-04-02,21:32:07,2.63,9.3,0.77,715
2026-02-21,16:28:48,32.48,79.9,26.8,1597
2026-02-22,9:10:06,13.8,6.99,3.87,1847
2026-03-05,6:58:18,34.88,7.36,6.89,1462
2026-01-09,21:46:07,25.84,94.78,17.08,269
2026-02-01,1:37:27,24.72,37.58,25.65,1544
2026-02-23,15:59:12,5.11,74.28,29.47,1083
2026-01-01,9:00:29,34.44,18.09,5.82,1141
2026-01-09,19:31:01,4.33,73.95,22.37,430
2026-02-09,10:39:52,27.92,61.46,24.84,1304
2026-04-05,16:21:44,29.73,87.89,23.43,1680
2026-01-28,13:22:34,38.94,45.62,4.03,2169
2026-03-30,3:40:54,1.34,26.68,1.51,2055
2026-01-01,22:50:09,1.16,56.92,29.02,2335
2026-03-10,5:01:27,43.43,55.71,29.17,1901
2026-01-12,19:23:22,25.57,56.94,27.97,2097
2026-01-16,23:52:20,6.46,3.78,23.73,912
2026-02-19,18:22:16,28.23,59.99,7.16,181
2026-03-20,19:53:07,12.69,98.09,20.99,1319
2026-03-09,16:01:45,34.1,71.17,11.85,1890
2026-01-08,19:27:24,32.78,81.42,8.29,1170
2026-02-24,17:28:05,31.96,14.81,4.36,1161
2026-01-22,8:29:19,22.02,61.92,4.93,1525
2026-01-11,13:08:12,21.37,51.86,3.33,1281
2026-03-25,0:02:48,40.32,14.34,1.0,615
2026-02-03,1:07:52,23.9,62.21,12.25,114
2026-03-10,8:19:46,42.7,39.74,28.45,2059
2026-02-16,17:49:08,40.78,35.36,22.23,1886
2026-01-10,23:05:56,1.7,76.54,20.49,1512
2026-04-08,4:06:27,11.44,3.5,2.49,670
2026-02-27,5:31:26,28.38,1.41,23.64,1054
2026-01-18,8:31:55,15.59,32.42,0.07,1343
2026-04-06,2:47:02,9.96,34.96,16.71,1775
2026-03-23,15:34:46,36.1,19.81,6.86,2195
2026-02-04,10:31:40,11.84,72.7,5.66,2241
2026-01-31,18:51:37,34.25,92.71,28.37,1516
2026-01-27,20:28:51,13.19,33.89,5.91,1511
2026-03-19,13:10:56,3.23,50.87,10.31,882
2026-03-15,6:32:06,42.35,15.58,23.68,1765
2026-03-29,11:08:17,6.06,64.51,20.32,2454
2026-01-19,4:14:13,37.24,5.03,23.7,332
2026-03-27,1:37:26,15.41,64.41,7.16,717
2026-02-09,17:13:40,30.99,45.14,25.28,1968
2026-02-11,20:05:06,1.37,48.88,24.92,956
2026-02-24,13:32:47,39.1,75.28,21.39,1301
2026-01-31,6:51:29,36.78,31.89,24.09,513
2026-02-04,2:05:03,34.08,41.25,5.71,1305
2026-01-26,15:43:54,35.64,9.56,6.14,1501
2026-03-01,11:36:37,22.04,42.81,16.47,210
2026-02-09,16:23:13,10.55,1.72,21.74,363
2026-01-16,3:05:03,14.68,65.34,9.83,1274
2026-03-27,10:29:18,26.04,94.56,26.61,101
2026-04-05,10:54:50,37.19,75.62,13.76,186
2026-03-14,12:25:15,30.64,59.35,5.94,593
2026-01-13,6:15:42,12.43,66.64,17.16,2075
2026-03-06,4:24:41,18.72,38.87,4.56,1072
2026-03-24,23:03:05,42.95,73.37,14.78,297
2026-01-15,1:20:25,27.45,48.52,15.6,1214
2026-01-17,6:04:39,34.6,76.45,17.68,2318
2026-03-31,13:19:13,33.89,0.77,20.94,1086
2026-02-09,21:15:01,39.65,89.33,15.32,1520
2026-02-15,2:51:28,18.16,93.53,20.09,1111
2026-03-27,1:40:46,36.72,92.83,20.18,439
2026-02-18,5:55:16,36.89,60.75,15.47,420
2026-03-03,8:39:41,10.84,80.67,25.28,1573
2026-03-25,15:00:17,41.11,33.8,13.1,1263
2026-01-02,15:58:33,3.71,28.41,29.97,852
2026-02-24,1:59:54,3.92,66.9,15.28,411
2026-03-04,13:00:30,20.87,61.82,15.36,1494
2026-02-17,2:32:56,2.41,53.53,18.2,338
2026-04-02,11:17:55,37.14,52.11,9.61,1636
2026-02-21,13:32:47,30.77,48.09,2.15,2041
2026-01-26,9:02:59,36.66,67.16,21.85,1536
2026-02-04,0:22:44,4.62,28.41,24.75,499
2026-01-02,16:30:52,26.36,58.98,10.86,1918
2026-04-06,3:40:48,5.24,52.7,11.23,1878
2026-02-15,17:25:51,2.14,61.3,14.57,1015
2026-04-09,20:54:28,5.5,61.93,15.22,264
2026-03-12,5:30:19,24.53,85.94,24.1,668
2026-01-14,4:45:48,21.61,45.36,0.32,600
2026-03-30,20:54:22,28.41,34.82,27.41,776
2026-01-23,3:37:55,3.2,81.45,8.17,2019
2026-04-09,16:56:55,2.05,83.82,25.37,2060
2026-03-10,14:52:00,40.41,41.28,12.79,2389
2026-03-27,15:19:49,26.19,39.5,5.68,966
2026-02-02,13:13:29,2.35,21.04,0.88,2322
2026-03-12,8:15:49,37.82,78.36,19.83,1836
2026-03-24,18:56:59,1.97,42.52,3.94,164
2026-01-25,7:44:22,12.02,95.37,19.15,1415
2026-03-21,19:20:57,31.33,22.25,26.88,921
2026-01-03,8:14:42,9.05,78.11,23.86,998
2026-03-02,7:24:35,20.82,62.72,14.09,2157
2026-03-02,12:40:50,32.06,90.33,27.78,949
2026-02-26,21:28:34,28.87,61.06,7.25,1260
2026-04-01,18:42:44,24.0,23.19,4.53,1467
2026-02-04,9:17:41,13.77,7.46,12.67,272
2026-04-08,19:43:07,4.78,60.52,27.43,1602
2026-01-15,13:13:15,5.34,46.19,19.59,100
2026-02-03,4:48:52,10.6,24.3,14.38,1349
2026-02-16,18:50:30,20.73,64.67,1.14,633
2026-02-18,2:56:36,42.21,22.59,1.81,1561
2026-02-26,5:10:18,24.55,91.35,16.94,332
2026-02-03,3:21:01,30.79,75.86,21.81,1895
2026-01-28,11:58:38,36.84,18.93,3.22,2489
2026-01-12,12:38:21,17.96,0.93,25.0,1827
2026-03-26,17:33:21,2.79,0.25,6.67,2334
2026-03-03,17:39:16,22.34,36.8,18.59,370
2026-01-31,1:57:29,23.33,83.56,16.84,2356
2026-03-07,9:43:07,37.86,24.78,18.52,1968
2026-03-02,7:54:19,31.14,56.95,9.27,1354
2026-03-01,19:37:20,44.08,16.79,16.47,1497
2026-01-02,23:37:43,8.38,13.27,11.49,1832
2026-01-21,21:54:11,44.69,76.94,14.67,2283
2026-01-08,15:30:57,22.5,28.54,1.27,783
2026-01-01,17:56:22,6.82,12.7,9.22,348
2026-01-17,3:56:58,27.92,49.65,29.91,249
2026-01-16,4:30:31,23.23,59.5,29.25,219
2026-01-12,9:37:37,37.07,45.28,0.72,206
2026-03-07,1:56:49,29.94,68.12,26.73,2079
2026-04-04,9:40:04,44.9,86.73,5.66,1533
2026-03-05,9:13:13,44.1,73.29,22.97,2383
2026-03-08,20:47:15,21.91,8.5,1.93,1722
